#ID b_B435 b_errB435 b_V606 b_errV606 b_I814 b_errI814 b_Y105 b_errY105 b_J125 b_errJ125 b_JH140 b_errJH140 b_H160 b_errH160 b_Ks b_errKs b_CH1 b_errCH1 b_CH2 b_errCH2 ZBEST
234 -0.004105 0.002902 -0.001897 0.0026 -0.001434 0.001971 0.003647 0.001699 0.01448 0.00215 0.01748 0.001988 0.01498 0.002235 0.0172 0.02086 0.2585 0.1091 0.22 0.1069 7.657
235 0.002035 0.0136 -0.01353 0.01233 0.01102 0.01083 0.01677 0.009532 0.03476 0.01402 0.03428 0.01351 0.02966 0.01173 0.02776 0.01996 -0.04993 0.1622 -0.0291 0.1386 7.683249
236 0.004038 0.003992 -0.0002678 0.003334 0.000472 0.002499 0.001914 0.00224 0.007215 0.002669 0.007218 0.002577 0.007082 0.002498 -0.001515 0.02217 0.05391 0.09054 0.1181 0.113 7.88005
237 -0.01002 0.007006 0.001219 0.005375 -0.001271 0.004278 0.007296 0.004366 0.02025 0.005208 0.01636 0.005009 0.03167 0.006204 -0.03264184 0.07025412 -0.03856364 0.1005025 -0.03624426 0.09173682 7.905
238 -0.0189 0.02584 0.005235 0.01858 0.007582 0.01591 0.007343 0.01036 0.0214 0.01392 0.02718 0.01387 0.03097 0.01328 0.004103361 0.02278683 0.03309004 0.08303882 0.0 -99.0 7.927
239 0.001495 0.003332 0.001926 0.002856 0.0002255 0.002101 0.003025 0.001739 0.006161 0.00216 0.009784 0.002003 0.005691 0.001948 0.01264 0.01972 -0.01967 0.07913 0.006851 0.1046 8.019497
240 0.001363 0.00282 0.004228 0.002622 0.003009 0.001923 0.006027 0.001634 0.02008 0.002072 0.01683 0.00195 0.01693 0.00244 0.003794 0.01994 -0.1555 0.1105 -0.03934 0.1093 8.038
241 -0.005305 0.01375 0.009843 0.009772 0.009726 0.008566 0.003123 0.006685 0.05145 0.008717 0.04039 0.008527 0.02129 0.008543 0.1350928 0.1120421 0.0 -99.0 0.06380136 0.1650385 8.0485
242 -0.003523 0.002555 -0.0007769 0.002117 -1.945e-05 0.002103 -0.1682 0.001923 0.05775 0.003262 1.026 0.006363 0.001571 0.002409 0.01908 0.02614 1.412 4.37 1.798 7.768 8.110003
243 0.02087 0.01469 -0.006082 0.01324 0.01255 0.01 0.01262 0.01002 0.04311 0.01224 0.04529 0.01124 0.06251 0.01092 -0.0184 0.0265 -0.1308 0.1127 -0.03786 0.1457 8.132998
244 -0.007486 0.0101 0.005069 0.009496 -0.05886 0.006957 0.01197 0.01017 0.04878 0.0142 0.04814 0.01336 0.04498 0.0124 0.06014 0.02743 -0.43 0.2191 -0.02328 0.2196 8.246901
245 -0.002261 0.006637 0.0006296 0.005521 -0.002721 0.004472 0.008125 0.004188 0.02006 0.005205 0.03109 0.005071 0.01814 0.005058 -0.02787569 0.06151675 0.01769398 0.1022252 -0.04284309 0.103053 8.279998
246 0.002299 0.00543 0.004649 0.005462 0.0001545 0.004098 0.02292 0.003628 0.08681 0.004953 0.1044 0.004444 0.1031 0.005879 0.1103 0.03941 0.08756 0.1402 0.2602 0.132 8.293399810791016
247 0.00067 0.006194 0.002063 0.004153 -0.0009297 0.003595 0.002603 0.004814 0.01246 0.006227 0.007455 0.008322 0.02051 0.007767 -0.009191145 0.0924843 -0.08737211 0.09093214 7.402743e-05 0.08497086 8.320003
248 -0.001463 0.003921 0.0003552 0.003566 -0.0008288 0.002507 0.00787 0.002605 0.06375 0.003524 0.06718 0.003388 0.07191 0.004174 0.06299 0.02377 0.355 0.1268 0.3675 0.1184 8.32345
249 0.007607 0.004234 0.001946 0.003713 0.0007864 0.002737 0.002506 0.00237 0.007991 0.002954 0.0125 0.00272 0.008513 0.002686 -0.01412 0.0222 -0.01886 0.1013 0.03999 0.1266 8.344497
250 0.005778 0.005494 0.00895 0.003896 0.004964 0.003365 73.59 0.03502 -0.1983 0.00737 0.3449 0.008059 0.02663 0.005304 -0.2541046 0.2145087 -0.3440283 0.3730233 -0.03473866 0.2611946 8.38505
251 -0.002079 0.006051 0.004514 0.004966 0.003096 0.004784 0.003316 0.003143 0.01505 0.004813 0.02084 0.004493 0.02042 0.004304 0.01656 0.0282 -0.01938 0.1699 -0.02662 0.1387 8.475996
252 0.004903 0.003802 0.001715 0.003891 0.000421 0.002823 0.003072 0.002545 0.01048 0.003441 0.01766 0.003066 0.01561 0.002878 0.0259 0.02702 -0.06732 0.1063 0.05638 0.1045 8.560500144958496
253 -0.002591 0.004335 0.003134 0.003686 0.0004634 0.00274 0.0005292 0.001857 0.004545 0.00261 0.007678 0.002508 0.006387 0.00241 0.03792889 0.07590983 -0.3261986 0.07075261 0.1062655 0.09080862 8.58005
254 0.00542 0.004822 0.006133 0.00408 0.008872 0.003976 -0.02323 0.002411 0.01625 0.003551 0.02918 0.003555 0.01611 0.003423 0.03234 0.03319 0.1599 0.1601 0.1487 0.1401 8.75
255 -0.009451 0.01117 -0.0002898 0.007419 0.001729 0.006526 -0.004685 0.008102 0.003601 0.007744 0.1593 0.0142 0.006598 0.007984 -0.07468984 0.1085797 0.1156896 0.0555893 0.5574746 0.05575515 8.88
256 -0.00092 0.002758 -0.000916 0.002487 0.001075 0.001765 -0.0001315 0.001685 0.007343 0.001937 0.01255 0.002485 0.01396 0.002353 0.0104 0.0214 0.0007352 0.09405 0.08264 0.1221 8.939997
257 0.4886 0.006754 1.543 0.005942 1.558 0.003451 -0.003058 0.001896 -0.1291 0.002142 -0.05046 0.003015 0.1713 0.005986 -10.15341 0.1642956 6.560338 12.14083 0.1650032 6.444766 8.951
258 -0.01414 0.02094 -0.008638 0.01408 -0.005646 0.01209 0.01431 0.01627 0.02183 0.02127 0.01987 0.02837 0.07918 0.01302 0.009610393 0.03235552 -0.05093911 0.05749316 -0.05960096 0.05309314 8.9635
259 -0.01908 0.01769 0.009306 0.01144 -0.00661 0.009706 0.0009999 0.007727 0.03565 0.01006 0.07128 0.01171 0.09738 0.01362 -0.02808247 0.1065567 0.2429779 0.07578489 0.1417776 0.07614633 9.032598
260 0.00703 0.02197 -0.009985 0.01922 -0.007099 0.01421 0.00554 0.009656 0.006556 0.01368 -0.001532 0.013 0.05689 0.0125 -0.05082893 0.1429833 -0.1351531 0.2212527 0.03630153 0.2315376 9.05395
261 -0.00157 0.004743 -0.002798 0.002807 0.0009732 0.002322 0.0006044 0.00206 0.009434 0.002315 0.01556 0.00338 0.01652 0.00255 -0.08885869 0.09118339 -0.1432525 0.07797765 -0.08231811 0.07373163 9.13825
262 0.01841 0.02592 -0.00351 0.02328 0.02093 0.01632 -0.003388 0.008134 -0.0002595 0.01469 0.009093 0.01091 0.04771 0.007481 -0.05489562 0.09370357 0.1889735 0.08266882 -0.04528386 0.09534837 9.1399
263 0.0005904 0.00527 0.0009103 0.005474 0.001213 0.004019 -0.002169 0.003648 0.007209 0.00487 0.01052 0.004452 0.01384 0.003731 -0.02089 0.02561 -0.02817 0.1001 -0.0105 0.09933 9.328800201416016
264 0.0004505 0.00881 -0.00133 0.005357 0.001106 0.004685 -0.002384 0.004119 0.06615 0.004658 0.1441 0.006668 0.1893 0.005751 0.07132546 0.1141324 0.1592073 0.07503986 0.4422314 0.0655514 9.559999
265 0.007258 0.01049 -0.0009426 0.006697 -0.003712 0.005751 0.03013 0.01217 0.01035 0.008722 0.114 0.0227 0.05927 0.01153 0.04651554 0.09009743 -0.0781601 0.05886741 -0.05579345 0.05169966 9.651703
266 -0.03851 0.02446 -0.0161 0.02195 -0.008874 0.01556 0.001021 0.007731 0.01277 0.01216 0.04432 0.01045 0.05547 0.009126 -0.00373618 0.1002345 0.07517406 0.0795304 -0.1632529 0.0942984 9.6899
267 0.006814 0.01287 -0.002754 0.01357 0.008349 0.01022 -4.678 0.01571 0.04716 0.01942 0.03849 0.0193 0.09516 0.01007 0.01243 0.03084 -0.0004741 0.2254 -0.03886 0.1995 9.742500305175781
268 0.006132 0.00796 0.001841 0.006768 0.002511 0.00567 0.005369 0.005623 0.0004003 0.008047 0.006241 0.00778 0.02768 0.005826 -0.009874 0.03425 -0.2949 0.1465 -0.4179 0.1243 9.893003
269 -0.002797 0.00403 -0.001177 0.00384 -0.0007382 0.003458 0.001827 0.003178 -0.001694 0.004667 -0.003719 0.004495 0.01504 0.004076 -0.03797 0.03115 0.1912 0.1258 0.1227 0.1006 9.921551
270 -0.001285 0.009767 -0.0104 0.009 0.005923 0.006615 0.003891 0.006916 7.27e-05 0.009334 0.03434 0.0089 0.04526 0.008025 -0.03947 0.02762 0.02844 0.1255 0.2286 0.1199 9.922647
271 -0.003873 0.01285 0.00492 0.01209 -0.005392 0.01051 0.0131 0.009211 -0.004123 0.01338 0.02019 0.0129 0.03363 0.01141 0.01431 0.03849 -0.4317 0.2025 -0.1334 0.09125 9.933997
272 -0.01421 0.01748 -0.01688 0.01609 0.02106 0.01451 0.01248 0.01264 0.02785 0.01861 0.002768 0.01794 0.1042 0.0123 0.006454 0.03498 0.01747 0.1724 -0.0792 0.1563 9.946496
273 0.008874 0.02381 0.007406 0.01488 0.008896 0.01218 7.529e-05 0.007562 0.002153 0.008512 -0.005147 0.01228 0.02952 0.004283 0.1825753 0.09292736 -0.09151667 0.1444938 0.1443012 0.1065762 9.962547
274 0.005897 0.01679 0.001451 0.01547 -0.001132 0.01162 0.000199 0.009886 0.008987 0.0129 0.01797 0.01317 0.04195 0.01286 -0.08566353 0.07701819 0.1112099 0.06237676 -0.1687031 0.08091572 9.970898
275 0.006664 0.00808 0.0009488 0.007408 0.001707 0.005428 0.01845 0.005781 0.01206 0.007848 0.04701 0.007391 0.1551 0.008418 0.1133 0.03935 0.7684 0.4298 0.2012 0.3273 9.987494
276 0.001081 0.009798 0.009142 0.009401 -0.003245 0.006779 0.006956 0.01046 -0.002251 0.01449 0.00348 0.01326 0.05568 0.007564 0.03766 0.02346 0.1221 0.09999 0.09269 0.0937 9.987494
277 0.009194 0.01491 0.01065 0.0141 -0.01824 0.01002 -0.03152 0.00694 -0.03318 0.01076 0.003746 0.009281 0.05982 0.007906 -0.1334829 0.09919922 0.005893918 0.0972406 0.06814843 0.1020814 9.987495
278 0.0002572 0.00422 -0.002985 0.003845 0.002088 0.002847 -0.002263 0.001931 -0.002117 0.002595 0.02515 0.002615 0.03035 0.00172 0.5923845 0.09000883 10.42798 2.212351 -3.121829 2.264395 9.987495
279 0.2283 0.008718 1.179 0.01187 2.029 0.005553 -0.04769 0.003251 0.1927 0.005128 0.7374 0.004326 1.167 0.004906 3.21285 0.1653325 274.4275 106.8143 119.6475 54.93471 9.987495
280 0.004121 0.005239 0.004142 0.004034 -0.006368 0.003133 -0.002718 0.002719 0.0008504 0.003359 0.006768 0.003334 0.0136 0.003972 0.01206041 0.06631288 -0.2783101 0.1159681 -0.05228245 0.1096893 9.987495
281 0.0193 0.04312 0.008634 0.02833 0.006508 0.02177 0.0001387 0.01394 0.004926 0.01572 0.07637 0.02222 0.1286 0.011 0.04044968 0.1428297 -0.2093704 0.7995279 -0.219898 0.6088346 9.987495
282 -0.0009288 0.005495 0.002802 0.003292 0.001146 0.002833 -0.0009945 0.003549 0.001643 0.00431 0.005841 0.005552 0.01729 0.007141 -0.03005982 0.0785915 -0.05205356 0.07453833 -0.06917093 0.07024118 9.987495
283 -0.01257 0.0151 0.0006364 0.008977 -0.005417 0.007765 -0.002047 0.009863 -0.001778 0.01274 0.02156 0.01553 0.03465 0.01023 -0.01120013 0.05466061 -0.1714164 0.05743366 -0.07545327 0.05785687 9.987495
284 -0.007303 0.008745 -0.004832 0.009288 0.004971 0.006573 -0.001471 0.005928 0.0003533 0.008097 0.009683 0.007352 0.02535 0.006044 -0.03905 0.02807 -0.1686 0.2084 -0.06408 0.1724 9.987500190734863
