#ID b_B435 b_errB435 b_V606 b_errV606 b_I814 b_errI814 b_Y105 b_errY105 b_J125 b_errJ125 b_JH140 b_errJH140 b_H160 b_errH160 b_Ks b_errKs b_CH1 b_errCH1 b_CH2 b_errCH2 ZBEST field ID_original UID
1091 0.02714 0.005603 0.05691 0.005436 0.05965 0.003858 0.05872 0.003786 0.07421 0.0044 0.07392 0.004422 0.08806 0.005363 0.1892 0.02934 0.3787 0.0808 0.3516 0.1095 3.23 3.0 198.0 3_198
1092 -0.0004321 0.008279 0.1227 0.007514 0.2906 0.005336 0.3141 0.006691 0.3203 0.008397 0.3084 0.00766 0.3463 0.009676 0.3802 0.0302 0.2697 0.08867 0.182 0.1141 4.16875 3.0 204.0 3_204
1093 0.09158 0.00704 0.08321 0.005915 0.09534 0.004204 0.1451 0.003447 0.18 0.004401 0.1835 0.00401 0.1775 0.004996 0.173 0.02548 -0.04914 0.07936 -0.1081 0.1051 1.6562 3.0 218.0 3_218
1094 0.08772 0.008499 0.08668 0.007515 0.09523 0.00523 0.1827 0.006654 0.2154 0.008327 0.2177 0.007645 0.2516 0.009796 0.1292 0.02917 0.3201 0.1924 0.4248 0.235 1.5381 3.0 220.0 3_220
1095 0.3523 0.01399 0.479 0.01292 0.7352 0.008957 1.338 0.007859 1.801 0.0101 1.944 0.009154 2.055 0.00926 2.701 0.03773 4.53 0.1183 5.415 0.1598 1.57075 3.0 222.0 3_222
1096 0.06936 0.009677 0.06196 0.008222 0.1058 0.005969 0.2488 0.005284 0.2905 0.006619 0.2834 0.006041 0.2982 0.008477 0.3085 0.03359 0.5354 0.1308 0.8319 0.1508 1.465 3.0 229.0 3_229
1097 0.5268 0.01813 0.7709 0.01787 1.747 0.01292 4.592 0.01363 7.001 0.01675 8.408 0.01726 10.21 0.01347 15.74 0.03924 32.67 0.5636 38.95 0.6463 1.437 3.0 239.0 3_239
1098 0.0536 0.004781 0.05785 0.004685 0.05952 0.003316 0.07658 0.003406 0.09229 0.003978 0.1101 0.003968 0.1149 0.00479 0.1225 0.02511 0.1785 0.111 0.128 0.1535 1.929 3.0 241.0 3_241
1099 0.01009 0.003939 0.008819 0.003687 0.0144 0.002762 0.02288 0.003139 0.03959 0.003633 0.04341 0.003658 0.04334 0.004347 0.05631 0.02365 0.06269 0.0874 -0.01158 0.12 1.9 3.0 247.0 3_247
1100 0.01547 0.005956 0.02718 0.005683 0.02407 0.004193 0.04111 0.004124 0.06019 0.004748 0.07151 0.004789 0.0874 0.007085 0.07574 0.0276 0.4652 0.1739 0.3203 0.1676 2.0715 3.0 255.0 3_255
1101 0.6241 0.01168 0.6686 0.01237 0.6654 0.007966 0.8395 0.01346 1.035 0.01439 1.181 0.01575 1.382 0.2373 0.7364 0.03243 1.136 0.246 1.027 0.33 1.705 3.0 256.0 3_256
1102 0.02294 0.003955 0.03346 0.003909 0.04738 0.002806 0.04025 0.003999 0.03939 0.004534 0.0522 0.004688 0.06572 0.00564 0.153 0.02378 -67.0 -67.0 -67.0 -67.0 3.1495 3.0 263.0 3_263
1103 0.02908 0.004635 0.03554 0.004508 0.03526 0.003259 0.07908 0.003343 0.09722 0.003894 0.09161 0.003874 0.1008 0.004832 0.08798 0.02479 -0.0086 0.09698 -0.01397 0.1066 1.525 3.0 271.0 3_271
1104 0.03013 0.006369 0.03024 0.00611 0.04066 0.004454 0.06822 0.005162 0.09694 0.005715 0.09854 0.005845 0.08699 0.008211 0.1077 0.02912 0.04664 0.1174 0.1734 0.1519 1.651 3.0 273.0 3_273
1105 0.1144 0.01035 0.15 0.009724 0.2606 0.007055 0.5757 0.006449 0.9445 0.008165 1.089 0.007573 1.287 0.007946 1.956 0.03368 4.492 0.1045 5.592 0.1423 1.783 3.0 291.0 3_291
1106 0.3421 0.01189 0.3587 0.01068 0.3811 0.007239 0.4273 0.00614 0.6886 0.007875 0.8099 0.007208 0.8942 0.007553 0.9297 0.03092 1.039 0.09706 0.9265 0.1267 2.1126 3.0 295.0 3_295
1107 0.004042 0.004129 0.0158 0.003993 0.01267 0.002931 0.0215 0.002972 0.04621 0.003398 0.06286 0.003518 0.08 0.004209 0.07059 0.0233 0.1938 0.1546 0.2041 0.2037 2.30065 3.0 306.0 3_306
1108 0.04493 0.005262 0.04288 0.005074 0.06431 0.003688 0.1388 0.003753 0.1882 0.004443 0.202 0.004368 0.2107 0.005151 0.2736 0.02511 0.2163 0.0836 0.2046 0.1178 1.58465 3.0 308.0 3_308
1109 0.05744 0.007893 0.1284 0.007752 0.1692 0.005607 0.2639 0.005644 0.4064 0.006584 0.5071 0.006353 0.5908 0.007156 0.9074 0.03083 1.518 0.1293 1.869 0.165 2.03275 3.0 318.0 3_318
1110 0.3083 0.009268 0.3814 0.009421 0.4346 0.00646 0.3974 0.006576 0.6391 0.007781 0.7311 0.007775 0.9051 0.008409 0.9085 0.03359 0.9452 0.07864 0.9485 0.09889 2.30135 3.0 320.0 3_320
1111 -0.006531 0.01093 0.04118 0.0101 0.1091 0.007515 0.3668 0.007051 0.7334 0.008635 0.9118 0.008423 1.119 0.008461 1.508 0.03067 3.012 0.1072 3.299 0.1413 1.7595 3.0 331.0 3_331
1112 0.2992 0.009109 0.4007 0.009438 0.4278 0.006327 0.4394 0.006381 0.6231 0.007512 0.6879 0.007716 0.8729 0.008161 0.7965 0.03287 0.8372 0.09651 0.9554 0.1314 2.333 3.0 350.0 3_350
1113 0.05443 0.005844 0.0485 0.005561 0.06885 0.004081 0.1113 0.004011 0.1579 0.004868 0.1622 0.004635 0.1618 0.006452 0.1445 0.02706 0.2955 0.06882 0.4279 0.09179 1.73795 3.0 354.0 3_354
1114 0.02605 0.004551 0.02482 0.004375 0.02922 0.003212 0.03947 0.003039 0.05466 0.003632 0.07629 0.003526 0.09102 0.004516 0.07567 0.02614 0.2193 0.07649 0.1273 0.0993 2.2 3.0 377.0 3_377
1115 0.0341 0.004008 0.03554 0.003998 0.04457 0.002799 0.04635 0.002772 0.06518 0.003247 0.07693 0.003258 0.09463 0.00269 0.06559 0.02202 -0.4445 0.2615 0.1453 0.2422 2.32715 3.0 381.0 3_381
1116 0.1412 0.006247 0.1636 0.006363 0.1938 0.004376 0.3126 0.004214 0.4371 0.005238 0.443 0.004745 0.4366 0.005291 0.5785 0.02533 0.6534 0.08067 0.7432 0.1083 1.7175 3.0 382.0 3_382
1117 0.01208 0.006615 0.009335 0.006251 0.01608 0.004653 0.0249 0.004613 0.03669 0.005323 0.04412 0.005245 0.06416 0.007071 0.06265 0.02574 0.1458 0.1603 -0.2419 0.1918 2.2845 3.0 392.0 3_392
1118 0.01157 0.008706 0.08005 0.007541 0.2577 0.005566 0.2586 0.004828 0.2815 0.006022 0.3139 0.005537 0.3483 0.006679 0.5676 0.02808 0.9824 0.09072 0.9542 0.1145 4.387 3.0 394.0 3_394
1119 0.007755 0.004766 0.0127 0.004579 0.01982 0.003403 0.04781 0.003228 0.06862 0.003895 0.07312 0.003742 0.08445 0.00447 0.07872 0.02621 0.01438 0.0919 -0.1532 0.1199 1.6186 3.0 398.0 3_398
1120 0.0353 0.006417 0.04741 0.005616 0.05678 0.004002 0.05006 0.003462 0.05361 0.004273 0.06898 0.003979 0.08524 0.006076 0.06494 0.02831 0.1236 0.09392 0.1051 0.1209 2.674999 3.0 405.0 3_405
1121 0.07341 0.006449 0.09426 0.006407 0.109 0.004566 0.1784 0.004506 0.3093 0.005415 0.3782 0.005335 0.4121 0.00586 0.4854 0.02738 0.5692 0.1603 0.7197 0.2005 1.999 3.0 413.0 3_413
1122 0.0384 0.006669 0.06039 0.005825 0.07532 0.004137 0.07364 0.00362 0.1017 0.004562 0.1245 0.004161 0.1473 0.005775 0.2016 0.02687 0.2229 0.08572 0.1725 0.1117 2.4245 3.0 414.0 3_414
1123 0.01451 0.004209 0.01031 0.003987 0.01486 0.002843 0.02142 0.002393 0.02629 0.003004 0.0426 0.002774 0.04941 0.004737 0.04996 0.02258 0.2095 0.07536 0.2677 0.1029 2.261 3.0 418.0 3_418
1124 0.2913 0.009128 0.3101 0.009078 0.4977 0.006333 0.9415 0.00634 1.057 0.007533 1.058 0.007138 1.155 0.007285 1.219 0.03077 1.654 0.1016 1.607 0.1293 1.2725 3.0 423.0 3_423
1125 0.007167 0.004922 0.002622 0.004586 0.00851 0.003466 0.02251 0.003163 0.03374 0.003967 0.04233 0.003619 0.04667 0.004069 0.04762 0.02892 -0.1377 0.1742 -0.006214 0.2223 1.6232 3.0 434.0 3_434
1126 0.01438 0.006564 0.04375 0.005707 0.04061 0.004124 0.05209 0.003488 0.06689 0.004383 0.08828 0.004048 0.1123 0.005626 0.1168 0.02698 0.2158 0.08672 0.2873 0.1142 2.557 3.0 435.0 3_435
1127 0.02516 0.003493 0.02081 0.003367 0.01944 0.002461 0.02914 0.002243 0.04405 0.002786 0.04807 0.002599 0.04559 0.003496 0.03318 0.02188 0.105 0.08579 0.02949 0.1142 1.88025 3.0 438.0 3_438
1128 0.03201 0.008801 0.1253 0.0086 0.1885 0.006258 0.2916 0.006278 0.4003 0.007322 0.5837 0.007185 0.8298 0.007581 1.166 0.03111 2.583 0.1577 3.455 0.195 2.62355 3.0 441.0 3_441
1129 0.1235 0.006197 0.1295 0.006215 0.1366 0.004308 0.2158 0.004324 0.2838 0.005094 0.2866 0.005081 0.256 0.005876 0.2405 0.02778 0.5186 0.1067 0.5843 0.1403 1.6839 3.0 450.0 3_450
1130 -0.01646 0.007279 0.1256 0.00674 0.3011 0.004767 0.283 0.004056 0.2777 0.005072 0.2566 0.004627 0.2654 0.005349 0.325 0.02663 0.5125 0.1004 0.5281 0.138 4.340501 3.0 459.0 3_459
1131 0.01456 0.00382 0.01378 0.003669 0.01811 0.002723 0.03528 0.002472 0.04684 0.003101 0.05779 0.002865 0.05616 0.003621 0.03812 0.02361 0.1236 0.08679 0.1321 0.1124 1.66345 3.0 469.0 3_469
1132 0.02428 0.005636 0.0423 0.005624 0.03801 0.00405 0.03295 0.003753 0.05661 0.004706 0.06355 0.004293 0.08277 0.006474 0.1352 0.02683 0.04123 0.1235 0.07132 0.159 2.333 3.0 480.0 3_480
1133 0.06839 0.007643 0.122 0.006885 0.1545 0.004819 0.1658 0.004152 0.1758 0.005123 0.2299 0.00478 0.2831 0.00602 0.2077 0.02654 0.3732 0.1055 0.502 0.1398 2.713 3.0 481.0 3_481
1134 0.003472 0.008665 0.006463 0.008306 0.01529 0.006167 0.02762 0.005872 0.04834 0.006971 0.05592 0.006753 0.06228 0.007871 0.01897 0.02826 0.08531 0.1037 -0.03206 0.1364 1.95 3.0 489.0 3_489
1135 0.2552 0.01023 0.4147 0.01046 0.396 0.007131 0.438 0.007159 0.5702 0.008375 0.6632 0.00837 0.8122 0.01014 0.9492 0.03798 1.345 0.1387 1.267 0.1559 2.56325 3.0 497.0 3_497
1136 0.1337 0.007548 0.2138 0.007679 0.2374 0.005312 0.2312 0.005086 0.2371 0.005871 0.2918 0.005933 0.3761 0.006961 0.319 0.03255 0.5968 0.1101 0.6744 0.1518 2.679999 3.0 503.0 3_503
1137 0.05195 0.006256 0.09528 0.005726 0.1112 0.004 0.09371 0.003358 0.1053 0.004224 0.09729 0.003862 0.1117 0.006093 0.1996 0.02718 0.2379 0.1409 0.2474 0.1392 3.23 3.0 504.0 3_504
1138 -0.001657 0.005003 0.009497 0.004788 0.07378 0.00368 0.1232 0.003658 0.1174 0.004546 0.1212 0.00419 0.1336 0.005305 0.1764 0.02598 0.279 0.1099 0.0905 0.1442 5.258949 3.0 515.0 3_515
1139 0.007022 0.004809 0.007023 0.004528 0.009424 0.003391 0.02116 0.003265 0.0297 0.003828 0.03608 0.00389 0.03833 0.006241 0.04496 0.02894 0.4933 0.3044 0.3076 0.3994 1.5995 3.0 517.0 3_517
1140 0.5006 0.01038 0.5605 0.01081 0.6314 0.007346 0.7185 0.006809 0.9709 0.008697 1.515 0.008118 1.85 0.007436 2.013 0.0289 1.782 0.08945 1.741 0.115 2.33685 3.0 518.0 3_518
1141 -0.0006721 0.004526 0.013 0.004369 0.06431 0.003287 0.07684 0.003077 0.08657 0.003729 0.08705 0.003555 0.09257 0.004986 0.1836 0.02502 0.4436 0.07409 0.2539 0.09389 4.654 3.0 520.0 3_520
1142 0.01122 0.004214 0.04348 0.00426 0.05375 0.003015 0.05039 0.002827 0.0565 0.003404 0.05496 0.003406 0.06204 0.004277 0.1624 0.02423 0.1772 0.1176 0.3075 0.1508 3.4865 3.0 523.0 3_523
1143 0.1236 0.009633 0.2411 0.009802 0.2728 0.006787 0.2697 0.005378 0.3023 0.006502 0.3998 0.00628 0.4897 0.007235 0.4464 0.03266 0.6018 0.08486 0.5691 0.1103 2.660199 3.0 527.0 3_527
1144 0.1214 0.007142 0.1617 0.007255 0.1877 0.005148 0.193 0.00481 0.2844 0.006083 0.3427 0.005572 0.4016 0.006444 0.4127 0.02923 0.5424 0.09252 0.4435 0.129 2.3015 3.0 529.0 3_529
1145 0.1882 0.007524 0.2551 0.007732 0.2948 0.005195 0.273 0.004918 0.3139 0.005966 0.3656 0.005704 0.426 0.006936 0.4331 0.03111 0.7562 0.09289 0.8085 0.1136 2.603 3.0 536.0 3_536
1146 0.0754 0.007923 0.07437 0.007569 0.07903 0.0055 0.1187 0.005251 0.1558 0.00628 0.169 0.005768 0.1617 0.009732 0.1738 0.03381 0.2939 0.119 0.2718 0.1322 1.71355 3.0 544.0 3_544
1147 0.06298 0.006088 0.07187 0.005812 0.07865 0.004222 0.09769 0.003973 0.1511 0.004629 0.1751 0.004682 0.2059 0.006063 0.2057 0.02702 0.3198 0.07952 0.3378 0.1074 2.105 3.0 550.0 3_550
1148 0.04665 0.007512 0.03477 0.006429 0.04971 0.004725 0.06779 0.004073 0.1017 0.005092 0.09392 0.004662 0.09636 0.006656 0.08338 0.02745 0.08444 0.1371 0.1118 0.1629 1.78795 3.0 579.0 3_579
1149 0.06406 0.006567 0.07251 0.005812 0.07153 0.004056 0.1181 0.003504 0.171 0.004418 0.1835 0.004042 0.1932 0.004809 0.1807 0.02586 0.3152 0.08654 0.2805 0.09913 1.8184 3.0 592.0 3_592
1150 0.2147 0.01177 0.304 0.01198 0.3469 0.008197 0.5427 0.005853 0.7552 0.006964 0.8465 0.006957 0.9416 0.007005 0.9486 0.02986 1.533 0.1105 1.767 0.1431 1.85 3.0 596.0 3_596
1151 0.02409 0.006667 0.08657 0.006027 0.1099 0.004262 0.1217 0.003674 0.1378 0.00461 0.1766 0.004246 0.2255 0.005014 0.2685 0.02579 0.554 0.1035 0.5277 0.1289 2.8795 3.0 598.0 3_598
1152 0.2651 0.008547 0.2782 0.008461 0.3016 0.005829 0.4942 0.005586 0.66 0.006646 0.6624 0.006627 0.638 0.006987 0.611 0.02983 1.048 0.1216 1.201 0.1422 1.67265 3.0 599.0 3_599
1153 0.04528 0.005685 0.0443 0.00546 0.04015 0.003954 0.04975 0.00389 0.05862 0.004485 0.07489 0.00455 0.08876 0.006614 0.09085 0.02827 0.09249 0.09154 0.1205 0.1199 2.2665 3.0 614.0 3_614
1154 0.1131 0.006794 0.1181 0.006687 0.1573 0.004717 0.254 0.004717 0.3382 0.005564 0.3378 0.005591 0.3401 0.006318 0.3136 0.02929 0.4439 0.0989 0.4679 0.1248 1.699 3.0 615.0 3_615
1155 0.2313 0.01627 0.3742 0.01557 0.5122 0.01127 0.7906 0.01098 1.333 0.01289 1.729 0.01306 2.041 0.01469 3.387 0.05114 5.763 0.1201 7.276 0.1626 2.2313 3.0 621.0 3_621
1156 0.212 0.01015 0.415 0.009752 0.491 0.006466 0.4895 0.005597 0.5325 0.00704 0.6712 0.006515 0.8497 0.006917 0.8465 0.02798 1.28 0.1192 1.399 0.1534 2.765 3.0 627.0 3_627
1157 0.1538 0.007822 0.2076 0.007834 0.2148 0.005463 0.2864 0.005137 0.4413 0.006087 0.5283 0.006129 0.5697 0.006609 0.5386 0.03013 0.9706 0.08171 1.123 0.09786 1.98715 3.0 629.0 3_629
1158 0.04285 0.005551 0.06989 0.005419 0.0666 0.003879 0.07003 0.003691 0.09626 0.004273 0.115 0.004369 0.136 0.006093 0.1276 0.02721 0.2578 0.119 0.2644 0.1313 2.334899 3.0 634.0 3_634
1159 0.01146 0.004577 0.03661 0.004537 0.05583 0.003289 0.05969 0.00422 0.07117 0.004695 0.06012 0.005222 0.08814 0.006811 0.2331 0.02598 -67.0 -67.0 -67.0 -67.0 3.385 3.0 637.0 3_637
1160 0.4192 0.015 0.4861 0.01368 0.5725 0.009591 0.9283 0.008158 1.185 0.01044 1.2 0.009526 1.191 0.01127 0.9926 0.04345 1.561 0.153 1.556 0.1848 1.679 3.0 644.0 3_644
1161 0.001056 0.006787 0.1063 0.006823 0.2189 0.00489 0.2383 0.00475 0.2495 0.005505 0.2484 0.005528 0.2644 0.006715 0.4005 0.02927 0.53 0.1364 0.6153 0.1682 4.157 3.0 645.0 3_645
1162 0.09297 0.00974 0.1175 0.008656 0.1017 0.006196 0.1416 0.005213 0.1806 0.006543 0.1769 0.006106 0.1587 0.006882 0.1188 0.03192 0.02032 0.3282 -0.01275 0.3767 1.716 3.0 647.0 3_647
1163 0.03086 0.005669 0.03348 0.005425 0.04657 0.003958 0.07457 0.003635 0.1072 0.004574 0.1632 0.004236 0.1992 0.005002 0.2268 0.02643 0.2248 0.07322 0.2611 0.09435 2.367 3.0 660.0 3_660
1164 0.008632 0.006178 0.03123 0.005971 0.03913 0.004359 0.03066 0.004294 0.03145 0.004936 0.0489 0.004978 0.07356 0.007874 0.07254 0.02882 0.2572 0.09482 0.3197 0.1157 2.822 3.0 662.0 3_662
1165 0.05068 0.005586 0.07357 0.005693 0.07716 0.003972 0.05471 0.005048 0.04531 0.006053 0.06274 0.00562 0.08731 0.006877 0.09511 0.03111 0.11 0.07067 0.2202 0.09497 2.9 3.0 675.0 3_675
1166 0.01182 0.004058 0.02071 0.003942 0.02069 0.002899 0.03311 0.002653 0.04266 0.003316 0.05375 0.003044 0.07079 0.004099 0.08714 0.02403 0.1768 0.06878 0.1069 0.09532 2.4846 3.0 685.0 3_685
1167 0.5639 0.01737 0.5477 0.01548 0.8517 0.01112 1.658 0.009526 1.981 0.01201 2.191 0.0111 2.484 0.01223 3.022 0.0462 4.032 0.1251 4.207 0.1506 1.36 3.0 696.0 3_696
1168 0.03672 0.004649 0.03218 0.004065 0.0338 0.00293 0.0357 0.002496 0.04944 0.003126 0.06047 0.002857 0.06225 0.00381 0.05361 0.02327 -0.02738 0.0912 -0.03194 0.1132 2.127 3.0 698.0 3_698
1169 0.1022 0.006676 0.1037 0.006569 0.1109 0.004651 0.1903 0.004614 0.1957 0.005334 0.1667 0.00522 0.198 0.006494 0.2366 0.03122 -67.0 -67.0 -67.0 -67.0 1.3735 3.0 703.0 3_703
1170 0.1524 0.008715 0.1817 0.008095 0.211 0.005789 0.3518 0.00494 0.5015 0.005877 0.5307 0.005908 0.5552 0.006169 0.637 0.02724 0.953 0.07445 0.9956 0.09575 1.8 3.0 708.0 3_708
1171 0.01813 0.006016 0.03398 0.00579 0.03565 0.004258 0.03606 0.005383 0.03741 0.006688 0.04001 0.006168 0.06577 0.00668 0.08764 0.02853 0.1864 0.07666 0.2984 0.0969 2.9935 3.0 710.0 3_710
1172 0.08523 0.01199 0.1525 0.01039 0.2076 0.007583 0.2717 0.006531 0.3504 0.00816 0.391 0.007507 0.4494 0.01973 0.884 0.06116 0.9035 0.1525 0.6856 0.1783 2.3698 3.0 726.0 3_726
1173 0.02822 0.004321 0.08519 0.00468 0.1296 0.003174 0.1201 0.002861 0.1192 0.003611 0.1262 0.003272 0.1565 0.003184 0.2447 0.0236 0.1442 0.1235 0.1516 0.1672 3.2761 3.0 727.0 3_727
1174 0.04618 0.004925 0.0439 0.004758 0.06459 0.003383 0.1195 0.003255 0.1364 0.003787 0.1386 0.003787 0.1493 0.004692 0.2385 0.02412 -67.0 -67.0 0.08868 0.1066 1.34 3.0 756.0 3_756
1175 0.2356 0.01029 0.2865 0.009322 0.3411 0.006434 0.3957 0.005543 0.5796 0.007112 0.7038 0.006528 0.8062 0.007176 0.7342 0.03036 1.037 0.08742 1.003 0.1082 2.086 3.0 764.0 3_764
1176 0.0555 0.0129 0.08719 0.01098 0.1029 0.008289 0.1822 0.006922 0.2619 0.008269 0.3764 0.008056 0.539 0.01229 0.7606 0.04234 1.984 0.144 2.89 0.1852 2.5215 3.0 767.0 3_767
1177 0.009485 0.004722 0.06073 0.004731 0.0851 0.003297 0.06932 0.003114 0.06977 0.003614 0.06986 0.003649 0.08078 0.004631 0.2236 0.02569 0.03452 0.07417 0.08521 0.1002 3.695899 3.0 769.0 3_769
1178 0.04346 0.009306 0.04392 0.008741 0.05739 0.006373 0.06259 0.00624 0.1064 0.007224 0.1283 0.00731 0.1411 0.008738 0.09303 0.02878 -0.1077 0.1649 0.05154 0.2138 2.1195 3.0 771.0 3_771
1179 0.2913 0.01282 0.3933 0.01184 0.4996 0.00821 0.7172 0.007182 1.129 0.008945 1.412 0.008654 1.566 0.008537 1.598 0.0351 2.045 0.1781 2.331 0.224 2.019 3.0 776.0 3_776
1180 0.2313 0.01368 0.4286 0.01254 0.6473 0.008837 1.092 0.007669 1.657 0.009972 2.085 0.009198 2.436 0.008698 3.768 0.03228 5.964 0.1765 6.722 0.1999 1.9468 3.0 781.0 3_781
1181 0.1247 0.007626 0.1545 0.007457 0.1843 0.005203 0.2073 0.005047 0.2956 0.005913 0.3763 0.006004 0.4321 0.007281 0.4583 0.03078 0.3728 0.09076 0.3309 0.1233 2.2071 3.0 783.0 3_783
1182 0.03851 0.008664 0.06476 0.008287 0.07964 0.005986 0.1241 0.005846 0.1511 0.006742 0.1522 0.00679 0.1728 0.009348 0.1788 0.03058 0.1894 0.1167 0.04554 0.1589 0.78 3.0 786.0 3_786
1183 0.2246 0.007403 0.1891 0.007425 0.2092 0.005086 0.3133 0.004598 0.3788 0.005828 0.3752 0.0053 0.3712 0.006386 0.415 0.02969 0.4846 0.08321 0.3768 0.1108 1.562 3.0 789.0 3_789
1184 0.09338 0.006637 0.08434 0.00635 0.07246 0.004459 0.08576 0.00435 0.103 0.005021 0.1461 0.005097 0.1762 0.005896 0.1731 0.02849 0.1771 0.1443 0.07589 0.1843 2.34375 3.0 794.0 3_794
1185 0.008969 0.004895 0.01598 0.004222 0.03416 0.003111 0.04058 0.002677 0.05404 0.00336 0.07952 0.004206 0.07722 0.004277 0.1217 0.02347 0.257 0.07416 0.3437 0.09312 2.485 3.0 798.0 3_798
1186 0.2308 0.01227 0.7096 0.0131 1.042 0.008942 1.141 0.008145 1.211 0.01028 1.277 0.009391 1.55 0.01037 2.352 0.04068 2.318 0.1357 2.659 0.185 3.285 3.0 801.0 3_801
1187 0.01833 0.004862 0.02783 0.004269 0.02505 0.003072 0.02727 0.002614 0.03132 0.003269 0.04982 0.003028 0.05981 0.004729 0.06089 0.02351 0.2098 0.09251 0.3253 0.1122 2.534 3.0 802.0 3_802
1188 0.025 0.005081 0.01758 0.004517 0.0171 0.003348 0.04022 0.002974 0.05993 0.00353 0.06376 0.003441 0.06715 0.004655 0.06034 0.02561 -0.0141 0.08449 0.005267 0.1083 1.7535 3.0 816.0 3_816
1189 0.06419 0.007349 0.1931 0.007688 0.2337 0.005227 0.2393 0.004723 0.2641 0.005917 0.3085 0.005623 0.389 0.006558 0.3911 0.03056 0.4677 0.2834 0.5845 0.349 2.92645 3.0 818.0 3_818
1190 0.01996 0.007969 0.006613 0.00736 0.03409 0.005456 0.07391 0.005329 0.2082 0.006269 0.3277 0.00637 0.5201 0.006896 1.313 0.03011 3.456 0.09817 4.739 0.1302 2.27 3.0 833.0 3_833
1191 0.03246 0.005026 0.03761 0.004813 0.04518 0.003416 0.08395 0.003408 0.1168 0.003963 0.1196 0.003975 0.1239 0.006178 0.2686 0.02456 -67.0 -67.0 0.2365 0.15 1.60195 3.0 838.0 3_838
1192 0.03071 0.005385 0.03674 0.00514 0.03402 0.003643 0.04713 0.003543 0.06068 0.004108 0.08486 0.004152 0.09627 0.006037 0.08169 0.02738 -0.0933 0.09523 0.05466 0.1147 2.26355 3.0 845.0 3_845
1193 0.01053 0.008131 0.04661 0.007109 0.0631 0.005207 0.1446 0.004489 0.1791 0.00557 0.2131 0.005134 0.2236 0.006279 0.2956 0.02943 0.2605 0.1118 0.1054 0.1458 1.39505 3.0 848.0 3_848
1194 0.05126 0.006738 0.07216 0.006497 0.1176 0.004622 0.2938 0.004572 0.4189 0.005451 0.4661 0.005434 0.5351 0.00558 0.6717 0.02604 -67.0 -67.0 -67.0 -67.0 1.5533 3.0 853.0 3_853
1195 0.01853 0.008258 0.04049 0.007225 0.03733 0.005276 0.05821 0.004628 0.07693 0.005727 0.09646 0.005325 0.1082 0.007558 0.08076 0.02766 0.6462 0.1814 0.6276 0.215 2.019 3.0 859.0 3_859
1196 0.412 0.01913 0.6982 0.01846 1.096 0.01298 2.2 0.01398 3.212 0.01653 4.01 0.01536 4.874 0.01643 10.0 0.05437 25.31 0.4225 33.26 0.5585 1.805 3.0 876.0 3_876
1197 0.1362 0.01244 0.1595 0.01089 0.2242 0.007904 0.3483 0.006923 0.4329 0.008702 0.4226 0.007978 0.4568 0.01095 0.4027 0.03726 0.5216 0.1503 0.5609 0.178 1.534 3.0 885.0 3_885
1198 1.418 0.02115 1.633 0.01976 2.115 0.01323 3.583 0.01158 3.964 0.01476 4.094 0.01336 4.419 0.01363 4.219 0.04821 5.697 0.138 5.693 0.161 1.3765 3.0 892.0 3_892
1199 0.009207 0.004453 0.03849 0.004424 0.05046 0.003182 0.05629 0.003991 0.06856 0.004999 0.05008 0.004586 0.07832 0.00513 0.1784 0.02675 0.2245 0.07928 0.213 0.1023 3.3337 3.0 895.0 3_895
1200 0.0352 0.00609 0.0471 0.005397 0.05843 0.003894 0.09784 0.003349 0.1372 0.004223 0.1419 0.003865 0.1458 0.005042 0.1838 0.02563 0.3348 0.08777 0.2853 0.1168 1.689 3.0 908.0 3_908
1201 0.1731 0.01152 0.3544 0.01115 0.4247 0.00765 0.4262 0.005941 0.477 0.006961 0.5822 0.006702 0.6895 0.007531 0.6222 0.02995 0.7989 0.09573 0.9471 0.1226 2.824999 3.0 922.0 3_922
1202 0.06233 0.005165 0.06991 0.004994 0.07535 0.003462 0.06856 0.003001 0.09004 0.003756 0.1067 0.003445 0.1159 0.00454 0.1488 0.02427 0.2031 0.06999 0.1791 0.09222 2.3098 3.0 925.0 3_925
1203 0.04005 0.004759 0.04253 0.004518 0.0496 0.003173 0.05016 0.002806 0.06446 0.003535 0.08783 0.003262 0.1062 0.004176 0.08135 0.02363 -67.0 -67.0 0.2385 0.108 2.37575 3.0 931.0 3_931
1204 0.4474 0.01856 0.7611 0.01861 0.9354 0.01237 1.248 0.008472 1.852 0.01028 2.194 0.009692 2.445 0.009783 2.931 0.03764 3.864 0.1064 4.256 0.1304 1.9966 3.0 935.0 3_935
1205 0.3667 0.01056 0.3759 0.01058 0.4797 0.0072 0.8377 0.006624 1.063 0.008496 1.086 0.007717 1.075 0.008851 1.161 0.03728 -67.0 -67.0 1.66 0.1079 1.5913 3.0 939.0 3_939
1206 0.01522 0.006657 0.0147 0.006114 0.01852 0.004528 0.01845 0.003984 0.0318 0.004927 0.04206 0.004617 0.04198 0.00569 0.02543 0.02579 0.1697 0.08693 0.1861 0.1166 2.174999 3.0 942.0 3_942
1207 0.00785 0.006037 0.007001 0.005169 0.01228 0.003868 0.02187 0.003327 0.03903 0.004157 0.0387 0.003879 0.04289 0.006545 -0.01307 0.02449 0.1936 0.09636 0.2543 0.1105 1.875 3.0 944.0 3_944
