#ID b_B435 b_errB435 b_V606 b_errV606 b_I814 b_errI814 b_Y105 b_errY105 b_J125 b_errJ125 b_JH140 b_errJH140 b_H160 b_errH160 b_Ks b_errKs b_CH1 b_errCH1 b_CH2 b_errCH2 ZBEST field ID_original
47 0.05916 0.006561 0.06543 0.00623 0.05909 0.004508 0.07139 0.003995 0.1199 0.00543 0.1357 0.004884 0.1608 0.005349 0.187 0.04062 0.1165 0.1086 0.09615 0.1082 2.109299898147583 0.0 1018.0
48 0.01227 0.01666 0.03231 0.01673 0.009722 0.0124 0.03004 0.01679 0.05488 0.02312 0.03418 0.02077 0.06916 0.01836 0.02055 0.02745 0.09479 0.1402 0.1487 0.1274 1.8105000257492065 0.0 1026.0
49 0.3014 0.008907 0.3152 0.006701 0.2745 0.0048 0.2711 0.003911 0.2785 0.005403 0.4041 0.004943 0.4466 0.004633 0.2724 0.03374 -67.0 -67.0 0.1618 0.1174 2.0220000743865967 0.0 1038.0
50 0.1807 0.008565 0.199 0.00705 0.185 0.005113 0.2278 0.004438 0.3026 0.006077 0.3468 0.005468 0.3466 0.005643 0.371 0.03767 0.4656 0.1874 0.5035 0.1732 2.0009000301361084 0.0 1069.0
51 0.01797 0.003429 0.02086 0.003146 0.01657 0.002247 0.01492 0.001985 0.01861 0.002702 0.0193 0.002415 0.01582 0.002381 -0.02225 0.02873 -67.0 -67.0 -0.07166 0.1897 1.850000023841858 0.0 1103.0
52 0.1579 0.009437 0.2051 0.008803 0.238 0.006327 0.37 0.005555 0.5781 0.007707 0.6812 0.006969 0.7347 0.00667 0.9231 0.04058 1.203 0.3612 1.348 0.2618 1.9594999551773071 0.0 1145.0
53 0.03885 0.004827 0.05296 0.00439 0.05711 0.003203 0.05815 0.002796 0.07056 0.003803 0.07503 0.003415 0.07152 0.003439 0.1086 0.03002 0.2545 0.1774 0.3283 0.1668 1.9667999744415283 0.0 1162.0
54 0.004359 0.003931 0.004774 0.00375 0.005114 0.002685 0.009508 0.002242 0.01932 0.003045 0.01886 0.002737 0.02759 0.003693 0.03335 0.03708 -67.0 -67.0 -67.0 -67.0 1.8279999494552612 0.0 1163.0
55 0.1905 0.01518 0.2072 0.01366 0.2321 0.01008 0.3707 0.008997 0.627 0.01217 0.7238 0.01095 0.7653 0.01167 0.9279 0.05908 1.593 0.1409 1.718 0.1295 1.923200011253357 0.0 1185.0
56 0.0196 0.005358 0.01701 0.005105 0.01819 0.0037 0.02553 0.003269 0.04314 0.004468 0.03224 0.003958 0.04582 0.003439 -0.03974 0.03153 0.07026 0.215 -67.0 -67.0 1.8200000524520874 0.0 1212.0
57 -0.0004515 0.003144 0.006746 0.002962 0.003709 0.002111 0.004329 0.001796 0.01114 0.002464 0.009028 0.002193 0.0107 0.00366 0.01435 0.02987 -67.0 -67.0 -67.0 -67.0 1.9880000352859497 0.0 1214.0
58 0.007879 0.004569 0.005411 0.004449 0.01191 0.00324 0.01099 0.002897 0.0245 0.003923 0.03264 0.00353 0.03478 0.005599 0.03016 0.03191 0.1454 0.1081 0.04097 0.105 2.184999942779541 0.0 1254.0
59 0.00389 0.01289 0.1678 0.01239 0.3086 0.009007 0.3361 0.007587 0.4767 0.01034 0.4698 0.009281 0.6427 0.01593 0.9248 0.06635 -0.2153 1.434 -0.5135 0.9036 1.8799999952316284 0.0 1264.0
60 0.0812 0.007296 0.07933 0.006698 0.07167 0.00485 0.0764 0.004339 0.08137 0.005867 0.1061 0.0053 0.1028 0.008262 0.115 0.04059 -0.08835 0.1195 -0.05127 0.1173 2.1610000133514404 0.0 1271.0
61 0.006771 0.006327 0.03096 0.006102 0.04763 0.004375 0.06417 0.003838 0.06172 0.005534 0.0678 0.00472 0.05098 0.006987 0.1209 0.04261 0.06253 0.2174 -0.01714 0.184 2.010999917984009 0.0 1300.0
62 0.2346 0.01117 0.3267 0.009624 0.3862 0.007063 0.568 0.006117 0.9392 0.00848 1.157 0.007711 1.206 0.006413 1.509 0.03752 1.71 0.12 1.791 0.1072 2.0250000953674316 0.0 1347.0
63 0.27 0.01335 0.3486 0.01183 0.3273 0.008573 0.4791 0.007262 0.6953 0.01 0.7796 0.009025 0.7933 0.009708 1.037 0.06223 1.238 0.224 1.257 0.1852 1.8614000082015991 0.0 1375.0
64 0.1448 0.008605 0.1614 0.007882 0.1615 0.005649 0.2174 0.005015 0.3092 0.006902 0.3564 0.006218 0.3788 0.007053 0.492 0.043 0.3374 0.136 0.3108 0.1278 2.0162999629974365 0.0 1460.0
65 0.007941 0.00397 0.008263 0.003516 0.00286 0.002515 0.008617 0.002177 0.01364 0.002945 0.01964 0.002687 0.01282 0.00409 -0.004101 0.02931 -67.0 -67.0 -67.0 -67.0 1.9500000476837158 0.0 1479.0
66 0.002965 0.005846 0.02215 0.005638 0.03734 0.00398 0.03793 0.003563 0.04222 0.004816 0.04127 0.004343 0.04538 0.006167 0.0008866 0.04048 -67.0 -67.0 -67.0 -67.0 2.158600091934204 0.0 1504.0
67 2.139 0.03028 3.316 0.02603 5.669 0.01952 10.57 0.01763 12.7 0.02569 15.15 0.02325 17.15 0.01726 24.29 0.06062 36.8 0.8232 36.94 0.6221 2.1019999980926514 0.0 1537.0
68 0.01142 0.005827 0.04052 0.005397 0.0576 0.004036 0.08213 0.003432 0.08363 0.004674 0.09344 0.004205 0.09155 0.004613 0.1752 0.03955 0.2245 0.1353 0.2054 0.1237 1.9089000225067139 0.0 1571.0
69 0.0003291 0.003062 0.008474 0.002898 0.01294 0.002151 0.01539 0.001864 0.01872 0.002542 0.01947 0.002312 0.02147 0.002708 0.04782 0.02956 -0.1737 0.1826 -0.2658 0.157 1.969499945640564 0.0 1577.0
70 0.003688 0.002693 0.008593 0.002683 0.005015 0.001919 0.00824 0.001718 0.01116 0.002357 0.01083 0.002101 0.01313 0.002282 0.008122 0.02772 -67.0 -67.0 -67.0 -67.0 1.846500039100647 0.0 1587.0
71 0.0134 0.003544 0.01308 0.00317 0.01505 0.002342 0.01699 0.001977 0.02083 0.002686 0.02399 0.002426 0.02011 0.002655 0.02782 0.03231 -0.01778 0.225 0.06582 0.1869 1.850000023841858 0.0 1589.0
72 0.08032 0.006929 0.0777 0.006038 0.06562 0.004382 0.08612 0.003708 0.1103 0.005051 0.1287 0.004546 0.1335 0.005198 0.03104 0.0438 -67.0 -67.0 -67.0 -67.0 1.968999981880188 0.0 1660.0
73 0.08622 0.006414 0.09517 0.005455 0.1017 0.004025 0.1249 0.003458 0.1633 0.004706 0.1964 0.004258 0.2061 0.004335 0.2141 0.03291 0.4797 0.1207 0.5786 0.1112 2.069999933242798 0.0 1700.0
74 0.01948 0.00459 0.01207 0.004019 0.009917 0.002954 0.01422 0.002497 0.01377 0.003371 0.03166 0.00304 0.02677 0.003147 -0.01276 0.03373 -67.0 -67.0 -67.0 -67.0 2.184999942779541 0.0 1730.0
75 0.1537 0.007149 0.164 0.005782 0.1358 0.00418 0.1273 0.003588 0.1498 0.00494 0.2212 0.004504 0.2732 0.004493 0.2288 0.03218 0.08323 0.1048 0.05981 0.1001 2.191999912261963 0.0 1732.0
76 0.01047 0.002116 0.01614 0.001731 0.01684 0.001279 0.01988 0.001096 0.02692 0.001559 0.03352 0.001404 0.03374 0.001044 0.0216 0.02296 -0.1002 0.2039 -0.03625 0.1803 2.1045000553131104 0.0 1743.0
77 0.06474 0.007798 0.09166 0.007355 0.07634 0.005173 0.1067 0.004444 0.1619 0.006064 0.1962 0.005447 0.1979 0.006837 0.4611 0.04996 -0.01593 0.2315 0.01651 0.1853 2.055000066757202 0.0 1778.0
78 0.04287 0.007104 0.06817 0.00653 0.0826 0.00484 0.1152 0.004082 0.1724 0.005597 0.1971 0.005042 0.1981 0.005259 0.2989 0.03686 -67.0 -67.0 0.3095 0.1004 1.892300009727478 0.0 1784.0
79 0.006462 0.005128 0.03288 0.005166 0.06212 0.003743 0.0788 0.003253 0.09076 0.004466 0.0901 0.004008 0.08683 0.004382 0.1793 0.03956 -67.0 -67.0 -67.0 -67.0 1.9352999925613403 0.0 1806.0
80 0.02052 0.007334 0.07299 0.006891 0.1397 0.005209 0.1593 0.00449 0.1671 0.006051 0.1784 0.005412 0.1759 0.006177 0.2674 0.04331 0.1872 0.1315 0.1504 0.1257 2.1670000553131104 0.0 1845.0
81 0.006657 0.003401 0.01026 0.003132 0.009919 0.00233 0.01222 0.002008 0.01106 0.002665 0.01514 0.002386 0.01573 0.002525 -0.03802 0.02933 -67.0 -67.0 -67.0 -67.0 1.899999976158142 0.0 1857.0
82 0.005779 0.005944 0.01492 0.005538 0.01187 0.00416 0.01291 0.00454 0.02301 0.00615 0.02344 0.005368 0.02302 0.00498 0.01198 0.02303 0.1164 0.1172 0.05891 0.1031 2.0 0.0 1865.0
83 0.0586 0.005713 0.05027 0.00517 0.04025 0.003613 0.04761 0.003183 0.07592 0.004342 0.0863 0.003912 0.08541 0.004516 0.1776 0.04409 0.2749 0.2833 0.4295 0.2364 2.046799898147583 0.0 1897.0
84 0.02659 0.004957 0.03361 0.004795 0.02959 0.003555 0.03808 0.003117 0.05909 0.004259 0.06849 0.003832 0.06811 0.004281 0.08367 0.03796 0.01551 0.1116 0.09173 0.1036 2.0399999618530273 0.0 1952.0
85 -0.001385 0.003385 0.01217 0.003516 0.01389 0.00247 0.01698 0.002195 0.01779 0.002952 0.01783 0.002706 0.01844 0.002569 0.005514 0.02826 -67.0 -67.0 -0.02932 0.122 1.962499976158142 0.0 1955.0
86 0.2731 0.009347 0.2647 0.007678 0.2667 0.005416 0.3123 0.004669 0.3568 0.006464 0.4317 0.005854 0.4047 0.005489 0.3593 0.03991 -67.0 -67.0 -67.0 -67.0 1.8600000143051147 0.0 1978.0
87 0.3307 0.01133 0.339 0.009845 0.329 0.006959 0.473 0.006099 0.6308 0.008512 0.6705 0.007647 0.6855 0.007028 0.8552 0.04557 0.6742 0.3697 0.7803 0.3316 1.8320000171661377 0.0 1992.0
88 0.0116 0.006357 0.05252 0.006279 0.09834 0.004595 0.1213 0.00407 0.1377 0.005529 0.1313 0.004958 0.1223 0.005658 0.1988 0.04402 -0.07825 0.5166 0.02837 0.3287 2.1070001125335693 0.0 2001.0
89 0.1605 0.008653 0.1745 0.007814 0.1773 0.005568 0.23 0.004885 0.3049 0.006681 0.3391 0.006009 0.3636 0.006446 0.4515 0.04773 -67.0 -67.0 0.6361 0.1111 1.9479999542236328 0.0 2006.0
90 0.01976 0.00696 0.01384 0.006821 0.03394 0.004927 0.06429 0.004374 0.1254 0.005987 0.1468 0.005371 0.1353 0.006431 0.2379 0.04663 -67.0 -67.0 0.3703 0.2351 1.899999976158142 0.0 2018.0
91 0.2539 0.008468 0.235 0.007235 0.2359 0.005262 0.2931 0.004542 0.3779 0.006304 0.4319 0.005698 0.4189 0.005566 0.4746 0.0375 0.498 0.1238 0.5638 0.1169 1.8911000490188599 0.0 2021.0
92 0.09914 0.006138 0.09385 0.005433 0.08678 0.003988 0.0886 0.003443 0.1126 0.004724 0.1406 0.004268 0.1402 0.004585 0.1917 0.03771 -67.0 -67.0 0.1052 0.1043 2.1449999809265137 0.0 2024.0
93 0.02542 0.005534 0.02431 0.00533 0.01792 0.003826 0.02734 0.003377 0.04275 0.004621 0.03791 0.004108 0.03992 0.004219 0.05863 0.04382 0.1365 0.2375 0.06808 0.1959 1.820199966430664 0.0 2033.0
94 0.007478 0.003848 0.01063 0.003752 0.004693 0.002643 0.01099 0.002378 0.01706 0.003276 0.01929 0.002943 0.01626 0.002371 0.05074 0.0247 0.07064 0.1103 0.009215 0.1016 1.8250000476837158 0.0 2053.0
95 0.1062 0.01854 0.2697 0.01843 0.2958 0.01353 0.4645 0.01174 0.6671 0.01594 0.7226 0.01431 0.9557 0.01591 1.278 0.07196 1.01 0.6714 0.8758 0.4454 1.9192999601364136 0.0 2056.0
96 0.01021 0.003683 0.009507 0.003564 0.007618 0.002647 0.009224 0.002344 0.01309 0.003163 0.01815 0.002851 0.0189 0.003504 0.01983 0.02792 -67.0 -67.0 -0.1002 0.1194 2.194999933242798 0.0 2068.0
97 0.007519 0.004156 0.02093 0.004099 0.03197 0.002971 0.03969 0.002585 0.02292 0.003505 0.02862 0.003155 0.03773 0.003532 0.02759 0.03479 -0.01387 0.2693 0.04776 0.2226 2.0 0.0 2069.0
98 0.002041 0.004192 0.02111 0.004014 0.03975 0.003024 0.0462 0.0026 0.04765 0.003522 0.05772 0.003183 0.04798 0.003326 0.05823 0.02705 -0.1023 0.3275 0.1089 0.2938 2.1173999309539795 0.0 2080.0
99 0.001196 0.003063 0.006205 0.003089 0.004476 0.002315 0.00749 0.002016 0.01406 0.00275 0.01676 0.00249 0.01569 0.002413 -0.01538 0.02865 0.01461 0.135 0.0493 0.1236 1.99399995803833 0.0 2084.0
100 0.03944 0.005859 0.04227 0.00564 0.04089 0.004062 0.05568 0.003564 0.09371 0.004869 0.1208 0.004393 0.1197 0.004914 0.1916 0.04054 0.06286 0.3069 0.1166 0.2212 2.064500093460083 0.0 2085.0
101 0.01033 0.003155 0.007344 0.002976 0.00641 0.002202 0.008998 0.001959 0.006602 0.002679 0.00999 0.002386 0.01321 0.002263 -0.03496 0.02674 0.04101 0.144 0.03991 0.1382 2.116499900817871 0.0 2086.0
102 0.05334 0.005948 0.04862 0.00552 0.05346 0.003965 0.07189 0.003473 0.1236 0.004765 0.1356 0.004284 0.1344 0.004708 0.1714 0.0382 0.1113 0.2017 0.2029 0.1454 1.9850000143051147 0.0 2104.0
103 0.5131 0.01161 0.7012 0.01012 0.8439 0.007371 1.486 0.008697 2.056 0.01282 2.468 0.01181 2.458 0.009303 2.748 0.03895 3.849 0.1887 4.112 0.1612 1.815000057220459 0.0 2143.0
104 0.04982 0.007003 0.06902 0.0063 0.06497 0.004686 0.08588 0.00403 0.1076 0.005474 0.1224 0.004907 0.1444 0.005106 0.2542 0.03534 -67.0 -67.0 0.4165 0.1232 2.190000057220459 0.0 2170.0
105 0.04899 0.01452 0.263 0.01466 0.4349 0.01079 0.6787 0.009572 0.9033 0.01312 1.141 0.01187 1.388 0.01199 2.198 0.06421 3.411 0.5933 4.802 0.5927 1.8949999809265137 0.0 2191.0
106 0.007727 0.002425 0.009271 0.002327 0.005633 0.00172 0.00854 0.001501 0.01089 0.00204 0.01558 0.001825 0.01475 0.002325 -0.02845 0.02576 0.06453 0.2887 -8.44e-05 0.2549 2.1135001182556152 0.0 2199.0
107 0.0007953 0.002554 0.0007072 0.002586 0.003224 0.001902 0.006126 0.001712 0.00532 0.002301 0.008763 0.002036 0.01424 0.002315 0.03815 0.03017 -0.0665 0.1035 -0.1561 0.09637 2.031399965286255 0.0 2229.0
108 0.006694 0.00357 0.01052 0.003496 0.01516 0.002646 0.01848 0.00234 0.02716 0.003188 0.03502 0.002864 0.03083 0.003122 -0.01607 0.03234 0.2532 0.1353 0.1648 0.128 1.9144999980926514 0.0 2237.0
109 1.557 0.01672 1.565 0.01271 1.449 0.009011 1.652 0.007582 1.752 0.01071 2.275 0.009783 2.473 0.007684 1.784 0.03977 2.457 0.1795 2.584 0.1485 1.8980000019073486 0.0 2244.0
110 0.002576 0.004498 0.005075 0.00452 0.004191 0.003316 0.005611 0.002012 0.006178 0.002737 0.003662 0.00243 0.01201 0.004183 -0.0372 0.02781 -0.04157 0.1459 0.03493 0.1297 2.1338000297546387 0.0 2277.0
111 0.001555 0.003106 0.005742 0.003088 0.01021 0.002306 0.01171 0.002105 0.01083 0.002793 0.01353 0.002506 0.01599 0.002268 0.03671 0.02502 -0.07899 0.114 -0.08187 0.1071 1.9819999933242798 0.0 2286.0
112 0.008763 0.004907 0.009412 0.004883 0.01131 0.003604 0.01983 0.003217 0.03971 0.004392 0.03974 0.00391 0.04493 0.004051 0.1241 0.04277 -67.0 -67.0 -67.0 -67.0 1.8300000429153442 0.0 2299.0
113 0.003562 0.004107 0.003231 0.004007 0.002123 0.003005 0.007593 0.002725 0.008579 0.003647 0.01285 0.003243 0.01611 0.004019 -0.01876 0.02428 -67.0 -67.0 -67.0 -67.0 1.843000054359436 0.0 2305.0
