Wavelength(um),Flux(Jy),Error(Jy),BG(Jy),Order,Module
3.27459,0.0205566,0,0,0,-2
3.27598,0.0245193,0,0,0,-2
3.27738,0.0233256,0,0,0,-2
3.27878,0.0230545,0,0,0,-2
3.28017,0.0249266,0,0,0,-2
3.28157,0.020437,0,0,0,-2
3.28296,0.0188526,0,0,0,-2
3.28436,0.0210604,0,0,0,-2
3.28576,0.0202332,0,0,0,-2
3.28715,0.0183245,0,0,0,-2
3.28855,0.0180621,0,0,0,-2
3.28994,0.02049,0,0,0,-2
3.29134,0.0253617,0,0,0,-2
3.29274,0.0345662,0,0,0,-2
3.29413,0.0413753,0,0,0,-2
3.29553,0.0501002,0,0,0,-2
3.29693,0.0523952,0,0,0,-2
3.29833,0.0342025,0,0,0,-2
3.29972,0.02066,0,0,0,-2
3.30112,0.0208509,0,0,0,-2
3.30252,0.0183431,0,0,0,-2
3.30391,0.0119909,0,0,0,-2
3.30531,0.0182824,0,0,0,-2
3.30671,0.0262756,0,0,0,-2
3.30811,0.0271074,0,0,0,-2
3.3095,0.0298432,0,0,0,-2
3.3109,0.0538234,0,0,0,-2
3.3123,0.0373345,0,0,0,-2
3.3137,0.175146,0,0,0,-2
3.31509,0.0306148,0,0,0,-2
3.31649,-0.0707491,0,0,0,-2
3.31789,0.0272701,0,0,0,-2
3.31929,0.0254247,0,0,0,-2
3.32069,0.0278523,0,0,0,-2
3.32208,0.0233014,0,0,0,-2
3.32348,0.0163738,0,0,0,-2
3.32488,0.023063,0,0,0,-2
3.32628,0.0307995,0,0,0,-2
3.32768,0.026343,0,0,0,-2
3.32908,0.0235339,0,0,0,-2
3.33048,0.0272519,0,0,0,-2
3.33188,0.02516,0,0,0,-2
3.33327,0.0250415,0,0,0,-2
3.33467,0.027225,0,0,0,-2
3.33607,0.0259935,0,0,0,-2
3.33747,0.0253578,0,0,0,-2
3.33887,0.0234916,0,0,0,-2
3.34027,0.0307496,0,0,0,-2
3.34167,0.0366023,0,0,0,-2
3.34307,0.0318697,0,0,0,-2
3.34447,0.0264297,0,0,0,-2
3.34587,0.0320343,0,0,0,-2
3.34727,0.0345538,0,0,0,-2
3.34867,0.030615,0,0,0,-2
3.35007,0.0313222,0,0,0,-2
3.35147,0.0327111,0,0,0,-2
3.35287,0.0334564,0,0,0,-2
3.35427,0.0347375,0,0,0,-2
3.35567,0.0345374,0,0,0,-2
3.35707,0.0357677,0,0,0,-2
3.35847,0.0333787,0,0,0,-2
3.35988,0.0302359,0,0,0,-2
3.36128,0.0276705,0,0,0,-2
3.36268,0.0279557,0,0,0,-2
3.36408,0.0291024,0,0,0,-2
3.36548,0.0292194,0,0,0,-2
3.36688,0.0341709,0,0,0,-2
3.36828,0.0328587,0,0,0,-2
3.36969,0.0288563,0,0,0,-2
3.37109,0.0295405,0,0,0,-2
3.37249,0.029819,0,0,0,-2
3.37389,0.0289798,0,0,0,-2
3.3753,0.0311041,0,0,0,-2
3.3767,0.0347923,0,0,0,-2
3.3781,0.0347314,0,0,0,-2
3.3795,0.0311184,0,0,0,-2
3.38091,0.0338862,0,0,0,-2
3.38231,0.0391601,0,0,0,-2
3.38371,0.0331716,0,0,0,-2
3.38512,0.0277414,0,0,0,-2
3.38652,0.0322292,0,0,0,-2
3.38792,0.0338914,0,0,0,-2
3.38933,0.0336778,0,0,0,-2
3.39073,0.0349019,0,0,0,-2
3.39213,0.0342569,0,0,0,-2
3.39354,0.0378312,0,0,0,-2
3.39494,0.037223,0,0,0,-2
3.39635,0.0356085,0,0,0,-2
3.39775,0.0367999,0,0,0,-2
3.39916,0.0346704,0,0,0,-2
3.40056,0.0340403,0,0,0,-2
3.40196,0.0361434,0,0,0,-2
3.40337,0.0341088,0,0,0,-2
3.40477,0.0358635,0,0,0,-2
3.40618,0.0348334,0,0,0,-2
3.40759,0.0319387,0,0,0,-2
3.40899,0.0351522,0,0,0,-2
3.4104,0.037538,0,0,0,-2
3.4118,0.0367184,0,0,0,-2
3.41321,0.0395296,0,0,0,-2
3.41461,0.038102,0,0,0,-2
3.41602,0.0349349,0,0,0,-2
3.41743,0.0350431,0,0,0,-2
3.41883,0.0375798,0,0,0,-2
3.42024,0.039629,0,0,0,-2
3.42165,0.0409962,0,0,0,-2
3.42305,0.0423148,0,0,0,-2
3.42446,0.0410858,0,0,0,-2
3.42587,0.0356011,0,0,0,-2
3.42727,0.0337975,0,0,0,-2
3.42868,0.0357242,0,0,0,-2
3.43009,0.034508,0,0,0,-2
3.4315,0.0355935,0,0,0,-2
3.4329,0.0387571,0,0,0,-2
3.43431,0.0373913,0,0,0,-2
3.43572,0.0367115,0,0,0,-2
3.43713,0.0382786,0,0,0,-2
3.43854,0.038581,0,0,0,-2
3.43995,0.0384344,0,0,0,-2
3.44135,0.0376659,0,0,0,-2
3.44276,0.0369924,0,0,0,-2
3.44417,0.0390421,0,0,0,-2
3.44558,0.0421207,0,0,0,-2
3.44699,0.0435021,0,0,0,-2
3.4484,0.0431175,0,0,0,-2
3.44981,0.042727,0,0,0,-2
3.45122,0.0392924,0,0,0,-2
3.45263,0.035581,0,0,0,-2
3.45404,0.0385148,0,0,0,-2
